alpha,beta,gamma,delta,gamma1,gamma2,k,alive,stddev
0.558134,-2.79368,2.57542,2.16134e-05,1.43724,0.3025,-0.88873,4614,6.44084
0.558134,-2.79368,2.57542,2.16134e-05,3.36119,1.90069,-0.516953,4525,5.16259
0.558134,-2.79368,2.57542,2.16134e-05,3.72338,1.41179,0.352886,4417,6.09784
0.289934,-2.19064,3.12441,0.000486869,3.65741,4.511,0.707096,4686,3.95087
0.604619,-3,3.05355,0.000276208,3.65741,4.511,0.707096,4683,4.86979
0.434242,-3,2.91695,1e-08,3.65741,4.511,0.707096,4655,4.14531
0.583558,-3,2.55033,1e-08,3.65741,4.511,0.707096,4679,3.31604
0.605254,-3,2.47215,1e-08,3.65741,4.511,0.707096,4662,4.35711
0.167148,-1.5742,3.40928,0.00082767,4.78799,3.72558,0.530564,4608,5.57898
0.167148,-1.5742,3.40928,0.00082767,0.732811,0.86044,0.580493,4321,8.1813
0.167148,-1.5742,3.40928,0.00082767,1.43724,0.3025,-0.88873,4676,6.05702
0.167148,-1.5742,3.40928,0.00082767,3.36119,1.90069,-0.516953,4520,7.54983
0.167148,-1.5742,3.40928,0.00082767,3.72338,1.41179,0.352886,4314,8.25284
0.289934,-2.19064,3.12441,0.000486869,0.683115,2.0606,-0.479397,4493,6.22715
0.604619,-3,3.05355,0.000276208,0.683115,2.0606,-0.479397,4448,8.35913
0.434242,-3,2.91695,1e-08,0.683115,2.0606,-0.479397,4548,5.73912
0.583558,-3,2.55033,1e-08,0.683115,2.0606,-0.479397,4447,5.05555
0.605254,-3,2.47215,1e-08,0.683115,2.0606,-0.479397,4489,6.31436
0.474084,-2.06744,2.83097,0.000291036,4.78799,3.72558,0.530564,4657,3.2494
0.474084,-2.06744,2.83097,0.000291036,0.732811,0.86044,0.580493,4427,10.6871
0.474084,-2.06744,2.83097,0.000291036,1.43724,0.3025,-0.88873,4649,4.37277
0.474084,-2.06744,2.83097,0.000291036,3.36119,1.90069,-0.516953,4519,6.93694
0.474084,-2.06744,2.83097,0.000291036,3.72338,1.41179,0.352886,4407,5.92631
0.289934,-2.19064,3.12441,0.000486869,4.03189,1.38972,-0.276406,4382,9.08897
0.474084,-2.06744,2.83097,0.000291036,4.03189,1.38972,-0.276406,4351,10.1518
0.434242,-3,2.91695,1e-08,4.03189,1.38972,-0.276406,4380,6.46626
0.583558,-3,2.55033,1e-08,4.03189,1.38972,-0.276406,4321,11.9241
0.605254,-3,2.47215,1e-08,4.03189,1.38972,-0.276406,4374,9.19834
0.28867,-2.24054,3.03618,0.000486869,4.78799,3.72558,0.530564,4639,3.976
0.28867,-2.24054,3.03618,0.000486869,0.732811,0.86044,0.580493,4364,8.99653
0.28867,-2.24054,3.03618,0.000486869,1.43724,0.3025,-0.88873,4666,5.73231
0.28867,-2.24054,3.03618,0.000486869,3.36119,1.90069,-0.516953,4512,6.55744
0.28867,-2.24054,3.03618,0.000486869,3.72338,1.41179,0.352886,4385,10.1086
0.289934,-2.19064,3.12441,0.000486869,5.64916,0.0123427,0.980956,4572,8.31039
0.474084,-2.06744,2.83097,0.000291036,5.64916,0.0123427,0.980956,4566,5.19465
0.434242,-3,2.91695,1e-08,5.64916,0.0123427,0.980956,4619,5.63159
0.583558,-3,2.55033,1e-08,5.64916,0.0123427,0.980956,4619,4.86979
0.605254,-3,2.47215,1e-08,5.64916,0.0123427,0.980956,4606,2.73576
0.420335,-2.06744,2.95094,0.000291036,5.64916,0.0123427,0.980956,4601,7.22815
0.420335,-2.06744,2.95094,0.000291036,0.732811,0.86044,0.580493,4432,9.25338
0.420335,-2.06744,2.95094,0.000291036,1.43724,0.3025,-0.88873,4638,6.79039
0.420335,-2.06744,2.95094,0.000291036,3.36119,1.90069,-0.516953,4540,9.8837
0.420335,-2.06744,2.95094,0.000291036,3.72338,1.41179,0.352886,4431,7.76586
0.289934,-2.19064,3.12441,0.000486869,4.72214,2.68921,1,4570,7.10524
0.474084,-2.06744,2.83097,0.000291036,4.72214,2.68921,1,4584,2.89396
0.434242,-3,2.91695,1e-08,4.72214,2.68921,1,4592,6.97316
0.420335,-2.06744,2.95094,0.000291036,4.72214,2.68921,1,4590,6.80877
0.605254,-3,2.47215,1e-08,4.72214,2.68921,1,4650,4.09077
0.355463,-2.17507,3.01856,1e-08,5.64916,0.0123427,0.980956,4620,3.97649
0.355463,-2.17507,3.01856,1e-08,4.72214,2.68921,1,4594,7.53222
0.355463,-2.17507,3.01856,1e-08,1.43724,0.3025,-0.88873,4640,4.96236
0.355463,-2.17507,3.01856,1e-08,3.36119,1.90069,-0.516953,4533,6.51651
0.355463,-2.17507,3.01856,1e-08,3.72338,1.41179,0.352886,4428,5.92136
0.289934,-2.19064,3.12441,0.000486869,0.155975,3.22973,0.0479202,4633,4.80844
0.474084,-2.06744,2.83097,0.000291036,0.155975,3.22973,0.0479202,4618,5.21866
0.434242,-3,2.91695,1e-08,0.155975,3.22973,0.0479202,4589,3.26379
0.355463,-2.17507,3.01856,1e-08,0.155975,3.22973,0.0479202,4628,4.93077
0.605254,-3,2.47215,1e-08,0.155975,3.22973,0.0479202,4623,6.59989
0.562423,-2.97352,2.69955,1e-08,5.64916,0.0123427,0.980956,4603,4.86979
0.562423,-2.97352,2.69955,1e-08,4.72214,2.68921,1,4600,4.16833
0.562423,-2.97352,2.69955,1e-08,0.155975,3.22973,0.0479202,4630,4.88461
0.562423,-2.97352,2.69955,1e-08,3.36119,1.90069,-0.516953,4487,7.05309
0.562423,-2.97352,2.69955,1e-08,3.72338,1.41179,0.352886,4430,8.74553
0.289934,-2.19064,3.12441,0.000486869,2.77651,1e-06,-0.729405,4679,3.85631
0.474084,-2.06744,2.83097,0.000291036,2.77651,1e-06,-0.729405,4665,2.99935
0.434242,-3,2.91695,1e-08,2.77651,1e-06,-0.729405,4670,2.8477
0.355463,-2.17507,3.01856,1e-08,2.77651,1e-06,-0.729405,4698,3.98238
0.562423,-2.97352,2.69955,1e-08,2.77651,1e-06,-0.729405,4656,3.72492
0.514838,-2.41848,3.20311,0.000520476,5.64916,0.0123427,0.980956,4617,4.76929
0.514838,-2.41848,3.20311,0.000520476,4.72214,2.68921,1,4602,7.19266
0.514838,-2.41848,3.20311,0.000520476,0.155975,3.22973,0.0479202,4570,6.58478
0.514838,-2.41848,3.20311,0.000520476,2.77651,1e-06,-0.729405,4685,5.11394
0.514838,-2.41848,3.20311,0.000520476,3.72338,1.41179,0.352886,4355,9.9198
0.289934,-2.19064,3.12441,0.000486869,4.12,1e-06,-1,4760,1.45774
0.514838,-2.41848,3.20311,0.000520476,4.12,1e-06,-1,4768,1.65831
0.434242,-3,2.91695,1e-08,4.12,1e-06,-1,4760,1.27475
0.355463,-2.17507,3.01856,1e-08,4.12,1e-06,-1,4765,1.6286
0.562423,-2.97352,2.69955,1e-08,4.12,1e-06,-1,4774,1.31696
0.496271,-2.72778,2.52302,1e-08,5.64916,0.0123427,0.980956,4607,4.96826
0.496271,-2.72778,2.52302,1e-08,4.72214,2.68921,1,4628,5.15388
0.496271,-2.72778,2.52302,1e-08,0.155975,3.22973,0.0479202,4627,4.2898
0.496271,-2.72778,2.52302,1e-08,2.77651,1e-06,-0.729405,4649,4.49957
0.496271,-2.72778,2.52302,1e-08,4.12,1e-06,-1,4771,1.28544
0.496271,-2.72778,2.52302,1e-08,1e-06,1e-06,0.320249,4790,0.695971
0.514838,-2.41848,3.20311,0.000520476,1e-06,1e-06,0.320249,4779,1.35641
0.434242,-3,2.91695,1e-08,1e-06,1e-06,0.320249,4790,0.695971
0.355463,-2.17507,3.01856,1e-08,1e-06,1e-06,0.320249,4792,0.790569
0.562423,-2.97352,2.69955,1e-08,1e-06,1e-06,0.320249,4791,0.609175
0.60838,-3,2.41248,1e-08,5.64916,0.0123427,0.980956,4634,4.63512
0.60838,-3,2.41248,1e-08,4.72214,2.68921,1,4585,6.25469
0.60838,-3,2.41248,1e-08,0.155975,3.22973,0.0479202,4587,3.17645
0.60838,-3,2.41248,1e-08,2.77651,1e-06,-0.729405,4643,5.36445
0.60838,-3,2.41248,1e-08,4.12,1e-06,-1,4760,1
0.496271,-2.72778,2.52302,1e-08,4.29489,4.11614,1,4686,4.02919
0.514838,-2.41848,3.20311,0.000520476,4.29489,4.11614,1,4661,3.33014
0.60838,-3,2.41248,1e-08,4.29489,4.11614,1,4678,3.17952
0.355463,-2.17507,3.01856,1e-08,4.29489,4.11614,1,4676,3.4187
0.562423,-2.97352,2.69955,1e-08,4.29489,4.11614,1,4666,3.67211
0.395608,-1.87688,2.90835,0.000291036,5.64916,0.0123427,0.980956,4614,3.31427
0.395608,-1.87688,2.90835,0.000291036,4.72214,2.68921,1,4572,6.74073
0.395608,-1.87688,2.90835,0.000291036,0.155975,3.22973,0.0479202,4604,3.40037
0.395608,-1.87688,2.90835,0.000291036,2.77651,1e-06,-0.729405,4693,3.51281
0.395608,-1.87688,2.90835,0.000291036,4.29489,4.11614,1,4673,3.74948
0.496271,-2.72778,2.52302,1e-08,3.1423,1e-06,0.190362,4619,4.9714
0.514838,-2.41848,3.20311,0.000520476,3.1423,1e-06,0.190362,4588,6.60019
0.60838,-3,2.41248,1e-08,3.1423,1e-06,0.190362,4570,5.29003
0.355463,-2.17507,3.01856,1e-08,3.1423,1e-06,0.190362,4583,5.90518
0.395608,-1.87688,2.90835,0.000291036,3.1423,1e-06,0.190362,4585,5.98925
0.50337,-1.99209,2.81963,0.000494755,5.64916,0.0123427,0.980956,4588,6.37868
0.50337,-1.99209,2.81963,0.000494755,4.72214,2.68921,1,4565,4.25322
0.50337,-1.99209,2.81963,0.000494755,0.155975,3.22973,0.0479202,4619,5.5195
0.50337,-1.99209,2.81963,0.000494755,3.1423,1e-06,0.190362,4583,6.15395
0.50337,-1.99209,2.81963,0.000494755,4.29489,4.11614,1,4643,4.11125
0.496271,-2.72778,2.52302,1e-08,3.96401,1e-06,-1,4771,1.28544
0.514838,-2.41848,3.20311,0.000520476,3.96401,1e-06,-1,4765,1.70363
0.60838,-3,2.41248,1e-08,3.96401,1e-06,-1,4760,1
0.50337,-1.99209,2.81963,0.000494755,3.96401,1e-06,-1,4777,1.05882
0.395608,-1.87688,2.90835,0.000291036,3.96401,1e-06,-1,4763,1.89469
0.475268,-2.20082,2.89677,0.000291036,5.64916,0.0123427,0.980956,4622,5.75407
0.475268,-2.20082,2.89677,0.000291036,4.72214,2.68921,1,4608,4.3589
0.475268,-2.20082,2.89677,0.000291036,0.155975,3.22973,0.0479202,4642,5.49858
0.475268,-2.20082,2.89677,0.000291036,3.1423,1e-06,0.190362,4600,3.31662
0.475268,-2.20082,2.89677,0.000291036,4.29489,4.11614,1,4662,3.77285
0.496271,-2.72778,2.52302,1e-08,1.95195,2.98105,-0.0288095,4610,5.77576
0.475268,-2.20082,2.89677,0.000291036,1.95195,2.98105,-0.0288095,4592,4.38748
0.60838,-3,2.41248,1e-08,1.95195,2.98105,-0.0288095,4617,5.01209
0.50337,-1.99209,2.81963,0.000494755,1.95195,2.98105,-0.0288095,4521,8.7462
0.395608,-1.87688,2.90835,0.000291036,1.95195,2.98105,-0.0288095,4621,3.94048
0.541824,-2.08546,2.78171,0.000494755,5.64916,0.0123427,0.980956,4582,7.02562
0.541824,-2.08546,2.78171,0.000494755,4.72214,2.68921,1,4503,5.83062
0.541824,-2.08546,2.78171,0.000494755,0.155975,3.22973,0.0479202,4587,5.47402
0.541824,-2.08546,2.78171,0.000494755,3.1423,1e-06,0.190362,4532,6.23999
0.541824,-2.08546,2.78171,0.000494755,1.95195,2.98105,-0.0288095,4527,7.2065
0.496271,-2.72778,2.52302,1e-08,1e-06,1e-06,0.279025,4785,0.826797
0.475268,-2.20082,2.89677,0.000291036,1e-06,1e-06,0.279025,4793,0.496078
0.60838,-3,2.41248,1e-08,1e-06,1e-06,0.279025,4793,0.609175
0.50337,-1.99209,2.81963,0.000494755,1e-06,1e-06,0.279025,4794,0.484123
0.395608,-1.87688,2.90835,0.000291036,1e-06,1e-06,0.279025,4790,0.599479
0.57265,-2.45434,2.48409,0.000291036,5.64916,0.0123427,0.980956,4601,4.71658
0.57265,-2.45434,2.48409,0.000291036,4.72214,2.68921,1,4555,5.64268
0.57265,-2.45434,2.48409,0.000291036,0.155975,3.22973,0.0479202,4595,4.03452
0.57265,-2.45434,2.48409,0.000291036,3.1423,1e-06,0.190362,4594,6.63207
0.57265,-2.45434,2.48409,0.000291036,1.95195,2.98105,-0.0288095,4550,8.04577
0.496271,-2.72778,2.52302,1e-08,2.52298,2.78878,-1,4748,1.56125
0.475268,-2.20082,2.89677,0.000291036,2.52298,2.78878,-1,4743,2.1204
0.60838,-3,2.41248,1e-08,2.52298,2.78878,-1,4751,1.88642
0.50337,-1.99209,2.81963,0.000494755,2.52298,2.78878,-1,4759,0.933324
0.395608,-1.87688,2.90835,0.000291036,2.52298,2.78878,-1,4758,1.45237
0.648084,-2.53498,2.42198,0.000433639,5.64916,0.0123427,0.980956,4556,4.8926
0.648084,-2.53498,2.42198,0.000433639,4.72214,2.68921,1,4509,6.70092
0.648084,-2.53498,2.42198,0.000433639,0.155975,3.22973,0.0479202,4476,5.95294
0.648084,-2.53498,2.42198,0.000433639,3.1423,1e-06,0.190362,4534,4.87179
0.648084,-2.53498,2.42198,0.000433639,1.95195,2.98105,-0.0288095,4498,8.10767
0.496271,-2.72778,2.52302,1e-08,1.04062,5.23828,1,4694,2.57087
0.475268,-2.20082,2.89677,0.000291036,1.04062,5.23828,1,4669,4.08073
0.60838,-3,2.41248,1e-08,1.04062,5.23828,1,4710,3.88708
0.50337,-1.99209,2.81963,0.000494755,1.04062,5.23828,1,4670,2.61904
0.395608,-1.87688,2.90835,0.000291036,1.04062,5.23828,1,4676,4.27931
0.624209,-2.987,2.54966,8.73179e-05,5.64916,0.0123427,0.980956,4615,7.93701
0.624209,-2.987,2.54966,8.73179e-05,4.72214,2.68921,1,4581,6.54522
0.624209,-2.987,2.54966,8.73179e-05,0.155975,3.22973,0.0479202,4595,4.61274
0.624209,-2.987,2.54966,8.73179e-05,3.1423,1e-06,0.190362,4605,6.46354
0.624209,-2.987,2.54966,8.73179e-05,1.95195,2.98105,-0.0288095,4602,6.102
0.496271,-2.72778,2.52302,1e-08,6,3.11007,-0.398639,4599,3.259
0.475268,-2.20082,2.89677,0.000291036,6,3.11007,-0.398639,4616,6.68019
0.60838,-3,2.41248,1e-08,6,3.11007,-0.398639,4595,6.01268
0.50337,-1.99209,2.81963,0.000494755,6,3.11007,-0.398639,4594,4.52597
0.395608,-1.87688,2.90835,0.000291036,6,3.11007,-0.398639,4610,6.60374
0.384528,-1.88598,2.81232,0.000229921,5.64916,0.0123427,0.980956,4584,6.50961
0.384528,-1.88598,2.81232,0.000229921,4.72214,2.68921,1,4559,7.11924
0.384528,-1.88598,2.81232,0.000229921,6,3.11007,-0.398639,4615,5.09864
0.384528,-1.88598,2.81232,0.000229921,3.1423,1e-06,0.190362,4640,5.53399
0.384528,-1.88598,2.81232,0.000229921,1.95195,2.98105,-0.0288095,4588,4.63006
0.496271,-2.72778,2.52302,1e-08,3.67484,2.70691,0.193011,4571,7.95863
0.475268,-2.20082,2.89677,0.000291036,3.67484,2.70691,0.193011,4547,7.41804
0.60838,-3,2.41248,1e-08,3.67484,2.70691,0.193011,4555,5.62048
0.50337,-1.99209,2.81963,0.000494755,3.67484,2.70691,0.193011,4528,5.79871
0.395608,-1.87688,2.90835,0.000291036,3.67484,2.70691,0.193011,4554,5.44145
0.251204,-1.62474,3.26154,0.000142613,5.64916,0.0123427,0.980956,4618,6.102
0.251204,-1.62474,3.26154,0.000142613,4.72214,2.68921,1,4569,8.57299
0.251204,-1.62474,3.26154,0.000142613,3.67484,2.70691,0.193011,4557,6.28708
0.251204,-1.62474,3.26154,0.000142613,3.1423,1e-06,0.190362,4616,4.7697
0.251204,-1.62474,3.26154,0.000142613,1.95195,2.98105,-0.0288095,4578,4.87179
0.496271,-2.72778,2.52302,1e-08,1e-06,2.75298,1,4788,0.901388
0.475268,-2.20082,2.89677,0.000291036,1e-06,2.75298,1,4777,1.22315
0.60838,-3,2.41248,1e-08,1e-06,2.75298,1,4790,0.599479
0.50337,-1.99209,2.81963,0.000494755,1e-06,2.75298,1,4786,0.780625
0.395608,-1.87688,2.90835,0.000291036,1e-06,2.75298,1,4786,1.26861
0.307492,-1.4301,3.08063,0.000390858,5.64916,0.0123427,0.980956,4581,7.12144
0.307492,-1.4301,3.08063,0.000390858,4.72214,2.68921,1,4532,7.16327
0.307492,-1.4301,3.08063,0.000390858,3.67484,2.70691,0.193011,4546,5.58877
0.307492,-1.4301,3.08063,0.000390858,3.1423,1e-06,0.190362,4576,4.03113
0.307492,-1.4301,3.08063,0.000390858,1.95195,2.98105,-0.0288095,4576,4.74342
0.496271,-2.72778,2.52302,1e-08,3.5352,6,-0.426075,4718,3.0999
0.475268,-2.20082,2.89677,0.000291036,3.5352,6,-0.426075,4705,2.90407
0.60838,-3,2.41248,1e-08,3.5352,6,-0.426075,4683,4.26789
0.50337,-1.99209,2.81963,0.000494755,3.5352,6,-0.426075,4671,3.15176
0.395608,-1.87688,2.90835,0.000291036,3.5352,6,-0.426075,4708,3.83243
0.60263,-2.72879,2.75799,0.000229921,5.64916,0.0123427,0.980956,4581,7.93504
0.60263,-2.72879,2.75799,0.000229921,4.72214,2.68921,1,4578,6.73494
0.60263,-2.72879,2.75799,0.000229921,3.67484,2.70691,0.193011,4521,4.72981
0.60263,-2.72879,2.75799,0.000229921,3.1423,1e-06,0.190362,4607,4.35127
0.60263,-2.72879,2.75799,0.000229921,1.95195,2.98105,-0.0288095,4589,6.34644
0.496271,-2.72778,2.52302,1e-08,4.78799,6,0.487008,4717,2.57921
0.475268,-2.20082,2.89677,0.000291036,4.78799,6,0.487008,4709,2.90944
0.60838,-3,2.41248,1e-08,4.78799,6,0.487008,4718,2.99739
0.50337,-1.99209,2.81963,0.000494755,4.78799,6,0.487008,4687,3.6822
0.395608,-1.87688,2.90835,0.000291036,4.78799,6,0.487008,4700,2.83945
0.684393,-3,2.1948,6.11255e-05,5.64916,0.0123427,0.980956,4524,5.98435
0.684393,-3,2.1948,6.11255e-05,4.72214,2.68921,1,4539,4.11884
0.684393,-3,2.1948,6.11255e-05,3.67484,2.70691,0.193011,4545,6.64707
0.684393,-3,2.1948,6.11255e-05,3.1423,1e-06,0.190362,4540,6.41775
0.684393,-3,2.1948,6.11255e-05,1.95195,2.98105,-0.0288095,4566,4.34274
0.496271,-2.72778,2.52302,1e-08,2.9946,3.41738,0.317936,4665,4.06154
0.475268,-2.20082,2.89677,0.000291036,2.9946,3.41738,0.317936,4571,6.70558
0.60838,-3,2.41248,1e-08,2.9946,3.41738,0.317936,4611,5.29409
0.50337,-1.99209,2.81963,0.000494755,2.9946,3.41738,0.317936,4601,5.40797
0.395608,-1.87688,2.90835,0.000291036,2.9946,3.41738,0.317936,4632,6.68019
0.521282,-3,2.47289,1e-08,5.64916,0.0123427,0.980956,4596,4.93077
0.521282,-3,2.47289,1e-08,4.72214,2.68921,1,4619,4.69998
0.521282,-3,2.47289,1e-08,3.67484,2.70691,0.193011,4542,6.14283
0.521282,-3,2.47289,1e-08,3.1423,1e-06,0.190362,4598,5.08521
0.521282,-3,2.47289,1e-08,1.95195,2.98105,-0.0288095,4622,4.31386
0.496271,-2.72778,2.52302,1e-08,4.39379,1.58931,-1,4737,2.10561
0.475268,-2.20082,2.89677,0.000291036,4.39379,1.58931,-1,4727,2.09072
0.60838,-3,2.41248,1e-08,4.39379,1.58931,-1,4715,2.5913
0.50337,-1.99209,2.81963,0.000494755,4.39379,1.58931,-1,4720,1.76777
0.395608,-1.87688,2.90835,0.000291036,4.39379,1.58931,-1,4723,1.97544
0.679971,-3,2.54156,0.000494755,5.64916,0.0123427,0.980956,4550,5.86169
0.679971,-3,2.54156,0.000494755,4.72214,2.68921,1,4536,4.1833
0.679971,-3,2.54156,0.000494755,3.67484,2.70691,0.193011,4511,6.15903
0.679971,-3,2.54156,0.000494755,3.1423,1e-06,0.190362,4588,5.68441
0.679971,-3,2.54156,0.000494755,1.95195,2.98105,-0.0288095,4496,8.10093
0.496271,-2.72778,2.52302,1e-08,6,0.532488,-0.0975066,4446,10.4575
0.475268,-2.20082,2.89677,0.000291036,6,0.532488,-0.0975066,4467,6.43447
0.60838,-3,2.41248,1e-08,6,0.532488,-0.0975066,4464,7.33144
0.50337,-1.99209,2.81963,0.000494755,6,0.532488,-0.0975066,4372,8.31039
0.395608,-1.87688,2.90835,0.000291036,6,0.532488,-0.0975066,4415,7.66868
0.372918,-2.05481,2.98542,0.000148433,5.64916,0.0123427,0.980956,4575,3.57891
0.372918,-2.05481,2.98542,0.000148433,6,0.532488,-0.0975066,4400,9.61119
0.372918,-2.05481,2.98542,0.000148433,3.67484,2.70691,0.193011,4585,6.77282
0.372918,-2.05481,2.98542,0.000148433,3.1423,1e-06,0.190362,4577,7.19782
0.372918,-2.05481,2.98542,0.000148433,1.95195,2.98105,-0.0288095,4630,6.53715
0.496271,-2.72778,2.52302,1e-08,1e-06,3.23612,0.571575,4794,0.484123
0.475268,-2.20082,2.89677,0.000291036,1e-06,3.23612,0.571575,4788,0.901388
0.60838,-3,2.41248,1e-08,1e-06,3.23612,0.571575,4793,0.609175
0.50337,-1.99209,2.81963,0.000494755,1e-06,3.23612,0.571575,4785,1.08793
0.395608,-1.87688,2.90835,0.000291036,1e-06,3.23612,0.571575,4785,1.14394
0.654969,-2.91925,2.33193,0.000142613,5.64916,0.0123427,0.980956,4602,4.66201
0.654969,-2.91925,2.33193,0.000142613,6,0.532488,-0.0975066,4357,8.72295
0.654969,-2.91925,2.33193,0.000142613,3.67484,2.70691,0.193011,4513,5.65098
0.654969,-2.91925,2.33193,0.000142613,3.1423,1e-06,0.190362,4576,5.19615
0.654969,-2.91925,2.33193,0.000142613,1.95195,2.98105,-0.0288095,4559,5.52798
0.496271,-2.72778,2.52302,1e-08,2.47945,5.27457,-0.88873,4733,1.91111
0.475268,-2.20082,2.89677,0.000291036,2.47945,5.27457,-0.88873,4720,3.16228
0.60838,-3,2.41248,1e-08,2.47945,5.27457,-0.88873,4724,3.4187
0.50337,-1.99209,2.81963,0.000494755,2.47945,5.27457,-0.88873,4712,2.95804
0.395608,-1.87688,2.90835,0.000291036,2.47945,5.27457,-0.88873,4714,3.2186
0.521478,-2.28783,2.92608,0.000333817,5.64916,0.0123427,0.980956,4570,5.44145
0.521478,-2.28783,2.92608,0.000333817,6,0.532488,-0.0975066,4361,7.88169
0.521478,-2.28783,2.92608,0.000333817,3.67484,2.70691,0.193011,4559,7.22382
0.521478,-2.28783,2.92608,0.000333817,3.1423,1e-06,0.190362,4594,5.19465
0.521478,-2.28783,2.92608,0.000333817,1.95195,2.98105,-0.0288095,4553,5.85202
0.496271,-2.72778,2.52302,1e-08,2.77651,1.57954,-0.498599,4417,7.31837
0.475268,-2.20082,2.89677,0.000291036,2.77651,1.57954,-0.498599,4425,8.52913
0.60838,-3,2.41248,1e-08,2.77651,1.57954,-0.498599,4364,9.56883
0.50337,-1.99209,2.81963,0.000494755,2.77651,1.57954,-0.498599,4344,9.54594
0.395608,-1.87688,2.90835,0.000291036,2.77651,1.57954,-0.498599,4408,11.8216
0.447167,-2.40955,2.97392,8.73179e-05,2.77651,1.57954,-0.498599,4470,9.39332
0.447167,-2.40955,2.97392,8.73179e-05,6,0.532488,-0.0975066,4398,6.84539
0.447167,-2.40955,2.97392,8.73179e-05,3.67484,2.70691,0.193011,4539,6.21207
0.447167,-2.40955,2.97392,8.73179e-05,3.1423,1e-06,0.190362,4628,4.47912
0.447167,-2.40955,2.97392,8.73179e-05,1.95195,2.98105,-0.0288095,4622,6.60374
0.496271,-2.72778,2.52302,1e-08,1e-06,6,1,4789,0.845484
0.475268,-2.20082,2.89677,0.000291036,1e-06,6,1,4791,0.496078
0.60838,-3,2.41248,1e-08,1e-06,6,1,4787,1.33317
0.50337,-1.99209,2.81963,0.000494755,1e-06,6,1,4794,0.599479
0.395608,-1.87688,2.90835,0.000291036,1e-06,6,1,4792,0.790569
0.496271,-2.72778,2.73434,1e-08,2.77651,1.57954,-0.498599,4455,5.91575
0.496271,-2.72778,2.73434,1e-08,6,0.532488,-0.0975066,4441,6.6799
0.496271,-2.72778,2.73434,1e-08,3.67484,2.70691,0.193011,4616,5.02494
0.496271,-2.72778,2.73434,1e-08,3.1423,1e-06,0.190362,4594,5.04821
0.496271,-2.72778,2.73434,1e-08,1.95195,2.98105,-0.0288095,4620,6.75925
0.496271,-2.72778,2.52302,1e-08,0.585114,6,0.403101,4719,2.30404
0.475268,-2.20082,2.89677,0.000291036,0.585114,6,0.403101,4701,3.30187
0.60838,-3,2.41248,1e-08,0.585114,6,0.403101,4706,3.83854
0.50337,-1.99209,2.81963,0.000494755,0.585114,6,0.403101,4678,4.01365
0.395608,-1.87688,2.90835,0.000291036,0.585114,6,0.403101,4685,3.26379
0.411684,-2.03134,2.712,0.000285216,2.77651,1.57954,-0.498599,4429,7.61757
0.411684,-2.03134,2.712,0.000285216,6,0.532488,-0.0975066,4436,7.59523
0.411684,-2.03134,2.712,0.000285216,3.67484,2.70691,0.193011,4561,7.95667
0.411684,-2.03134,2.712,0.000285216,3.1423,1e-06,0.190362,4620,3.83243
0.411684,-2.03134,2.712,0.000285216,1.95195,2.98105,-0.0288095,4605,6.35628
0.496271,-2.72778,2.52302,1e-08,4.22613,4.72187,0.494143,4687,2.81666
0.475268,-2.20082,2.89677,0.000291036,4.22613,4.72187,0.494143,4703,3.96025
0.60838,-3,2.41248,1e-08,4.22613,4.72187,0.494143,4661,4.1791
0.50337,-1.99209,2.81963,0.000494755,4.22613,4.72187,0.494143,4637,4.21632
0.395608,-1.87688,2.90835,0.000291036,4.22613,4.72187,0.494143,4669,4.08073
0.318572,-1.42101,3.17666,0.000451974,2.77651,1.57954,-0.498599,4396,8.23483
0.318572,-1.42101,3.17666,0.000451974,6,0.532488,-0.0975066,4431,9.97791
0.318572,-1.42101,3.17666,0.000451974,3.67484,2.70691,0.193011,4530,7.65568
0.318572,-1.42101,3.17666,0.000451974,3.1423,1e-06,0.190362,4584,4.1833
0.318572,-1.42101,3.17666,0.000451974,1.95195,2.98105,-0.0288095,4582,5.46437
0.496271,-2.72778,2.52302,1e-08,4.43596,3.83464,-0.535112,4656,5.26783
0.475268,-2.20082,2.89677,0.000291036,4.43596,3.83464,-0.535112,4635,5.29999
0.60838,-3,2.41248,1e-08,4.43596,3.83464,-0.535112,4631,5.23174
0.50337,-1.99209,2.81963,0.000494755,4.43596,3.83464,-0.535112,4581,4.05769
0.395608,-1.87688,2.90835,0.000291036,4.43596,3.83464,-0.535112,4667,4.34049
0.516888,-1.99209,2.4922,0.000291036,2.77651,1.57954,-0.498599,4292,6.18971
0.516888,-1.99209,2.4922,0.000291036,6,0.532488,-0.0975066,4416,7.01783
0.516888,-1.99209,2.4922,0.000291036,3.67484,2.70691,0.193011,4529,6.99526
0.516888,-1.99209,2.4922,0.000291036,3.1423,1e-06,0.190362,4556,5.47152
0.516888,-1.99209,2.4922,0.000291036,1.95195,2.98105,-0.0288095,4550,4.51214
0.496271,-2.72778,2.52302,1e-08,6,4.45376,-0.237648,4680,4.30116
0.475268,-2.20082,2.89677,0.000291036,6,4.45376,-0.237648,4672,2.62202
0.60838,-3,2.41248,1e-08,6,4.45376,-0.237648,4689,4.20519
0.50337,-1.99209,2.81963,0.000494755,6,4.45376,-0.237648,4649,2.37088
0.395608,-1.87688,2.90835,0.000291036,6,4.45376,-0.237648,4645,4.42604
0.331062,-2.07739,2.83957,2.62024e-05,2.77651,1.57954,-0.498599,4432,6.74537
